Question	Answer	Source	Metadata
¿Tu encargado se llama?	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
¿Tu responsable es?	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
¿Tu responsable se llama?	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
¿Y tu supervisor se llama?	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
¿Te dicen lo que tienes que hacer?	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
Dime quién te da órdenes 	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
Di quien te ordena 	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
Di quien te manda 	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
Di quien te supervisa 	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
Di quien te da órdenes 	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
¿Y tu responsable es?	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
¿Quién te dice lo que tienes que hacer?	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
¿Puedo hablar con tu responsable? 	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
¿Te dan órdenes?	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
¿Te supervisan?	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
¿Te supervisa alguien?	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
¿Alguien te supervisa?	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
¿Y tu jefe es?	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
¿Y tu jefe se llama?	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
¿Alguien te dice lo que tienes que hacer?	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
¿Cómo se llama tu jefe? 	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
¿Puedo hablar con tu superior? 	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
Dime cómo se llama tu jefe 	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
Dime cómo se llama tu responsable 	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
Dime cómo se llama tu encargado 	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
Dime cómo se llama tu superior 	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
Dime el nombre de tu supervisor 	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
Dime cómo se llama tu manager 	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
Dime el nombre de tu superior 	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
¿Cómo se llama tu responsable? 	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
¿Cómo se llama tu encargado? 	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
¿Cómo se llama tu superior? 	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
¿Cómo se llama tu supervisor? 	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
¿Cómo se llama tu manager? 	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
¿Tienes jefe? 	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
Dime cómo se llama tu supervisor 	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
Di cómo se llama tu encargado 	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
Di el nombre de tu responsable 	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
Di el nombre de tu encargado 	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
Di el nombre de tu superior 	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
Di el nombre de tu supervisor 	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
Di el nombre de tu manager 	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
Dime el nombre de tu manager 	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
Di cómo se llama tu responsable 	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
¿Tienes superior? 	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
Di cómo se llama tu superior 	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
Di cómo se llama tu supervisor 	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
Di cómo se llama tu manager 	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
Dime el nombre de tu jefe 	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
Dime el nombre de tu responsable 	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
Dime el nombre de tu encargado 	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
Di cómo se llama tu jefe 	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
Preséntame a tu responsable 	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
Necesito hablar con tu jefe 	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
Necesito hablar con tu responsable 	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
Necesito hablar con tu encargado 	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
Necesito hablar con tu superior 	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
Necesito hablar con tu supervisor 	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
¿Tienes responsable? 	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
Preséntame a tu jefe 	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
Quiero hablar con tu superior 	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
Preséntame a tu encargado 	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
Preséntame a tu superior 	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
Preséntame a tu supervisor 	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
Preséntame a tu manager 	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
¿Puedo hablar con tu jefe? 	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
¿Tu supervisor es?	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
Necesito hablar con tu manager 	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
¿Tienes un manager? 	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
¿Puedo hablar con tu encargado? 	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
¿Tienes supervisor? 	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
¿Tienes manager? 	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
¿Tienes un jefe? 	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
¿Tienes un responsable? 	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
¿Tienes un encargado? 	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
Quiero hablar con tu manager 	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
¿Tienes un supervisor? 	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
Quiero hablar con tu supervisor 	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
¿Te manda alguien?	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
Dime quién manda	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
Quiero hablar con tu jefe 	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
Quiero hablar con tu responsable 	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
Quiero hablar con tu encargado 	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
¿Tienes encargado? 	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
¿Tienes un superior? 	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
Cuéntame quién es tu líder	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
¿Reportas a alguien?	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
Sé que tienes un líder	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
Sé que sigues a un líder	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
¿Sigues a un líder?	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
Di quién es tu líder	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
¿Tienes un líder?	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
Cuéntanos quién te lidera	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
¿Alguien te lidera?	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
Cuéntame quién te lidera	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
¿Respondes a un líder?	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
¿Respondes a órdenes?	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
¿Respondes ante alguien?	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
¿Respondes ante un jefe?	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
¿Ante quién respondes?	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
Cuéntanos quién es tu líder	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
Quiero hablar con tu jefe ipso facto	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
¿Tu superior es?	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
¿De quién dependes?	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
Quiero hablar con tu director ipso facto	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
Quiero hablar con tu encargado ipso facto	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
Quiero hablar con tu superior ipso facto	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
Dime quién es tu líder	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
Quiero hablar con tu responsable ipso facto	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
Quiero hablar con tus jefes 	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
Quiero hablar con tu supervisor ipso facto	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
Llévame a tu director	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
Llevanos a tu director 	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
Llévame a tu líder	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
Llévanos a tu líder	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
¿Quién te lidera?	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
Quiero hablar con tu manager ipso facto	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
¿Quién es tu superior?	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
Preséntame a tus managers 	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
¿Quién te manda? 	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
¿Quién te supervisa? 	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
Dime quién te manda 	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
¿Quién es tu jefe?	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
Dime ante quién respondes	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
¿Quién es tu responsable?	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
Preséntame a tus encargados 	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
¿Quién es tu supervisor?	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
¿Quién es tu manager?	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
¿A quién reportas?	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
Quiero hablar con tu director de inmediato 	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
Quiero hablar con tu director ahora mismo	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
Quiero hablar con tu director inmediatamente 	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
¿Quién es tu encargado?	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
Necesito hablar con tus encargados 	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
Quiero hablar con tu manager ahora mismo	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
Quiero hablar con tus responsables 	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
Quiero hablar con tus encargados 	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
Quiero hablar con tus superiores 	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
Quiero hablar con tus supervisores 	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
Quiero hablar con tus managers 	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
Preséntame a tus supervisores 	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
Necesito hablar con tus responsables 	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
Preséntame a tus superiores 	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
Necesito hablar con tus superiores 	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
Necesito hablar con tus supervisores 	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
Necesito hablar con tus managers 	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
Preséntame a tus jefes 	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
Preséntame a tus responsables 	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
¿A quién respondes?	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
Necesito hablar con tus jefes 	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
Dinos quién es tu encargado 	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
¿Dependes de alguien?	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
Quiero saber quién es tu encargado 	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
Quiero saber quién es tu responsable 	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
Quiero saber quién es tu superior 	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
Quiero saber quién es tu supervisor 	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
Di quién es manager	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
Dinos quién es tu jefe 	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
Di quién es supervisor 	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
Dinos quién es tu responsable 	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
Dinos quién es tu superior 	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
Dinos quién es tu supervisor 	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
Dinos quién es tu manager	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
Queremos saber quién es tu jefe 	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
Queremos saber quién es tu encargado 	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
Quiero saber quién es tu manager	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
Dime quién es tu superior 	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
¿Quién te da órdenes?	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
¿Tu supervisor se llama?	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
¿Tu manager es?	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
¿Tu manager se llama?	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
Dime quién es tu jefe 	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
Quiero saber quién es tu jefe 	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
Dime quién es tu responsable 	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
Queremos saber quién es tu supervisor 	No dependo de nadie. 	qna_chitchat_Professional	editorial:chitchat
